Original URL,Final URL,Status Code,Meta Robots,X-Robots-Tag,Googlebot Tag,Error
https://nethradhama.org/blog/yoga-for-eyes/,https://nethradhama.org/blog/yoga-for-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/can-myopia-lead-to-blindness/,https://nethradhama.org/blog/can-myopia-lead-to-blindness/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/squint-surgery-age-limit/,https://nethradhama.org/blog/squint-surgery-age-limit/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/diplopia/,https://nethradhama.org/blog/diplopia/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/blurry-vision-after-lasik-eye-surgery/,https://nethradhama.org/blog/blurry-vision-after-lasik-eye-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/nuclear-sclerosis/,https://nethradhama.org/blog/nuclear-sclerosis/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/how-to-get-rid-of-puffy-eyes/,https://nethradhama.org/blog/how-to-get-rid-of-puffy-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/how-to-prevent-eyes-damage-from-phone/,https://nethradhama.org/blog/how-to-prevent-eyes-damage-from-phone/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/astigmatism/,https://nethradhama.org/blog/astigmatism/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/squint-test/,https://nethradhama.org/blog/squint-test/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/cooking-after-cataract-surgery/,https://nethradhama.org/blog/cooking-after-cataract-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/monofocal-vs-multifocal-lenses/,https://nethradhama.org/blog/monofocal-vs-multifocal-lenses/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/papilledema/,https://nethradhama.org/blog/papilledema/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-injury/,https://nethradhama.org/blog/eye-injury/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/can-myopia-be-cured/,https://nethradhama.org/blog/can-myopia-be-cured/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/femto-lasik/,https://nethradhama.org/blog/femto-lasik/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-care-for-newborn/,https://nethradhama.org/blog/eye-care-for-newborn/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/difference-between-glaucoma-and-cataract/,https://nethradhama.org/blog/difference-between-glaucoma-and-cataract/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-floaters/,https://nethradhama.org/blog/eye-floaters/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-pressure/,https://nethradhama.org/blog/eye-pressure/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/importance-of-eye-donation/,https://nethradhama.org/blog/importance-of-eye-donation/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/hooded-eyes/,https://nethradhama.org/blog/hooded-eyes/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/refractive-errors-types-causes-symptoms-and-treatments/,https://nethradhama.org/blog/refractive-errors-types-causes-symptoms-and-treatments/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/vitrectomy/,https://nethradhama.org/blog/vitrectomy/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/slit-lamp-exam/,https://nethradhama.org/blog/slit-lamp-exam/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/open-vs-closed-angle-glaucoma/,https://nethradhama.org/blog/open-vs-closed-angle-glaucoma/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/cataract-operation-recovery-time/,https://nethradhama.org/blog/cataract-operation-recovery-time/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/cataract-surgery-cost/,https://nethradhama.org/blog/cataract-surgery-cost/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/comparing-lasik-prk-and-smile-which-laser-vision-correction-procedure-is-right-for-you/,https://nethradhama.org/blog/comparing-lasik-prk-and-smile-which-laser-vision-correction-procedure-is-right-for-you/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/lasik-eye-surgery-benefits-risks-side-effects/,https://nethradhama.org/blog/lasik-eye-surgery-benefits-risks-side-effects/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/lasik-eye-surgery-cost/,https://nethradhama.org/blog/lasik-eye-surgery-cost/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/phacoemulsification/,https://nethradhama.org/blog/phacoemulsification/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/smile-eye-surgery-cost/,https://nethradhama.org/blog/smile-eye-surgery-cost/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/types-of-cataract-surgery/,https://nethradhama.org/blog/types-of-cataract-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/what-to-eat-after-cataract-surgery/,https://nethradhama.org/blog/what-to-eat-after-cataract-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/types-of-lasik-surgery/,https://nethradhama.org/blog/types-of-lasik-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/eye-tests-in-eye-exams/,https://nethradhama.org/blog/eye-tests-in-eye-exams/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/how-to-choose-the-best-eye-hospital/,https://nethradhama.org/blog/how-to-choose-the-best-eye-hospital/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/robotic-cataract-surgery/,https://nethradhama.org/blog/robotic-cataract-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/best-lens-for-cataract-surgery/,https://nethradhama.org/blog/best-lens-for-cataract-surgery/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/smile-pro-vs-custom-lasik/,https://nethradhama.org/blog/smile-pro-vs-custom-lasik/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/smile-pro-recovery-guide-software-engineers/,https://nethradhama.org/blog/smile-pro-recovery-guide-software-engineers/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
https://nethradhama.org/blog/why-nethradhama-is-global-eye-care-leader/,https://nethradhama.org/blog/why-nethradhama-is-global-eye-care-leader/,200,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",None,None,
